Differential_pressure,Dust_feed,Time,Dust
59.31713,316.98506511903,24.2,1.025
7.595486,59.1072357995712,61.1,1.2
34.6318,177.321707398714,30.2,0.9
2.531829,237.738798839273,3.4,1.2
90.4224,118.214471599142,28.6,0.9
132.0168,59.1072357995712,174.0,1.2
74.68895,59.1072357995712,148.8,1.2
16.63773,316.98506511903,15.9,0.9
18.17491,316.98506511903,18.8,1.025
39.24334,316.98506511903,26.9,1.025
3.074363,59.1072357995712,41.4,1.2
7.414641,79.2462662797576,46.1,1.025
314.6701,59.1072357995712,218.3,1.2
50.90784,158.492532559515,33.6,1.025
12.4783,79.2462662797576,8.5,0.9
186.1798,59.1072357995712,127.6,0.9
121.799,59.1072357995712,134.2,1.025
40.23799,79.2462662797576,74.0,1.2
2.531829,158.492532559515,3.8,1.025
19.44083,79.2462662797576,60.0,1.025
275.9693,158.492532559515,52.0,0.9
3.526476,79.2462662797576,18.3,1.025
467.2128,59.1072357995712,232.0,1.025
95.9382,79.2462662797576,56.2,0.9
317.5637,59.1072357995712,221.7,1.2
2.260561,59.1072357995712,21.7,1.2
15.91435,237.738798839273,2.2,0.9
109.3207,79.2462662797576,122.6,1.2
6.058305,79.2462662797576,14.1,1.2
473.7232,158.492532559515,101.5,1.025
64.65205,118.214471599142,53.6,1.025
34.08926,59.1072357995712,84.3,1.2
7.414641,237.738798839273,16.1,0.9
278.682,118.214471599142,97.6,1.025
104.7092,59.1072357995712,146.9,1.2
78.30585,59.1072357995712,150.1,1.2
77.22077,177.321707398714,18.2,0.9
58.41291,79.2462662797576,111.5,1.025
11.03154,59.1072357995712,67.3,1.2
2.441406,79.2462662797576,17.2,1.025
58.77459,236.428943198285,26.5,1.025
62.75318,316.98506511903,20.5,0.9
5.425347,118.214471599142,18.1,1.2
208.0621,316.98506511903,41.2,1.025
56.514,158.492532559515,29.7,0.9
2.350984,158.492532559515,2.2,1.2
38.51997,158.492532559515,35.9,1.2
34.08926,118.214471599142,43.7,1.025
54.61516,59.1072357995712,49.4,1.025
12.4783,177.321707398714,5.2,0.9
318.7392,59.1072357995712,129.4,1.025
10.03689,158.492532559515,8.3,1.025
20.5259,59.1072357995712,80.5,1.2
30.1107,158.492532559515,18.9,0.9
18.17491,118.214471599142,26.9,1.025
7.866754,59.1072357995712,51.6,1.2
39.69546,59.1072357995712,106.5,1.2
59.40755,316.98506511903,24.7,1.025
146.0323,59.1072357995712,182.2,1.2
5.606192,79.2462662797576,19.5,1.025
9.313513,59.1072357995712,21.7,1.025
362.7749,59.1072357995712,138.1,1.025
446.7773,59.1072357995712,227.1,1.025
242.9651,59.1072357995712,227.8,1.2
67.90726,237.738798839273,27.1,0.9
99.82639,316.98506511903,32.3,1.2
301.0164,59.1072357995712,193.2,1.025
22.33435,59.1072357995712,37.0,1.025
32.37124,59.1072357995712,97.1,1.2
162.037,59.1072357995712,196.0,1.2
233.2899,177.321707398714,59.8,0.9
24.50448,79.2462662797576,66.1,1.2
137.4421,59.1072357995712,144.6,1.025
314.9414,59.1072357995712,128.1,1.025
77.85374,158.492532559515,39.5,1.025
17.90365,237.738798839273,35.2,1.025
169.9038,177.321707398714,53.6,0.9
7.414641,118.214471599142,9.9,1.025
352.8284,158.492532559515,83.5,1.025
22.69604,79.2462662797576,67.6,1.025
22.6056,79.2462662797576,14.9,0.9
541.9922,59.1072357995712,250.4,1.025
206.977,79.2462662797576,145.1,1.2
238.9865,158.492532559515,73.2,1.025
87.1672,158.492532559515,33.8,0.9
9.856047,316.98506511903,12.3,1.2
138.7985,59.1072357995712,173.4,1.2
48.8281,79.2462662797576,45.9,0.9
422.9962,59.1072357995712,216.8,1.025
50.54615,118.214471599142,53.4,1.2
76.58782,59.1072357995712,80.6,0.9
298.6654,316.98506511903,32.8,1.025
41.68475,236.428943198285,7.8,0.9
8.861401,237.738798839273,12.0,0.9
102.087,236.428943198285,31.9,1.025
30.74363,118.214471599142,43.3,1.2
91.59795,59.1072357995712,158.0,1.2
68.3594,79.2462662797576,42.5,0.9
18.08449,118.214471599142,32.9,1.2
12.38788,59.1072357995712,46.1,1.2
12.29745,59.1072357995712,70.3,1.2
290.0752,59.1072357995712,212.0,1.2
42.13687,59.1072357995712,43.3,0.9
39.24334,118.214471599142,42.3,1.025
13.2017,158.492532559515,9.7,0.9
140.6973,158.492532559515,34.8,1.025
301.5589,59.1072357995712,244.7,1.2
67.81684,79.2462662797576,99.7,1.2
34.17969,237.738798839273,37.6,1.025
4.249856,79.2462662797576,27.2,1.2
238.3536,59.1072357995712,210.1,1.2
20.70674,158.492532559515,36.9,1.025
194.77,59.1072357995712,210.3,1.2
240.162,79.2462662797576,150.5,1.2
57.87037,79.2462662797576,88.5,1.025
1.356337,59.1072357995712,38.8,1.2
52.62587,237.738798839273,6.4,0.9
12.65914,316.98506511903,6.6,1.2
301.8301,177.321707398714,61.5,1.2
342.0681,59.1072357995712,227.8,1.2
103.5337,59.1072357995712,168.2,1.2
102.9912,158.492532559515,45.7,1.025
6.23915,79.2462662797576,24.8,1.2
76.40697,59.1072357995712,148.4,1.2
124.5117,118.214471599142,31.5,0.9
8.228443,118.214471599142,11.2,1.025
22.06308,158.492532559515,22.1,1.025
24.86617,118.214471599142,35.6,1.2
19.25998,59.1072357995712,59.9,1.2
137.8038,158.492532559515,58.9,1.025
86.71514,79.2462662797576,112.0,1.2
505.0094,59.1072357995712,175.1,1.025
68.17853,59.1072357995712,143.8,1.2
16.00477,237.738798839273,2.3,0.9
22.69604,79.2462662797576,42.8,1.025
67.18388,158.492532559515,45.0,1.025
184.3714,158.492532559515,66.6,1.025
31.37659,79.2462662797576,77.7,1.025
42.04644,79.2462662797576,79.4,1.2
7.233796,59.1072357995712,56.8,1.2
111.8526,79.2462662797576,95.0,1.025
516.9452,59.1072357995712,244.0,1.025
248.2096,59.1072357995712,214.5,1.2
130.1179,118.214471599142,75.0,1.025
263.4006,59.1072357995712,116.0,1.025
14.37717,59.1072357995712,29.6,1.025
9.132668,59.1072357995712,53.6,1.2
15.64308,158.492532559515,19.5,1.2
24.59491,59.1072357995712,24.7,0.9
135.8145,158.492532559515,67.1,1.025
107.1506,79.2462662797576,60.5,0.9
223.253,158.492532559515,71.0,1.025
22.69604,158.492532559515,30.6,1.025
219.5457,59.1072357995712,200.4,1.2
79.84303,59.1072357995712,113.3,1.025
7.1434,158.492532559515,1.6,0.9
226.9603,79.2462662797576,118.3,1.025
5.515769,79.2462662797576,17.6,1.025
56.33319,59.1072357995712,117.2,1.2
199.4719,79.2462662797576,111.1,1.025
41.59433,316.98506511903,12.3,1.025
310.6011,59.1072357995712,128.8,1.025
363.9504,59.1072357995712,208.6,1.025
33.27546,59.1072357995712,67.5,1.025
28.21181,79.2462662797576,90.3,1.025
11.57407,237.738798839273,2.0,0.9
21.52054,177.321707398714,27.4,1.025
28.75434,59.1072357995712,75.2,1.2
221.9871,59.1072357995712,107.1,1.025
438.0968,79.2462662797576,87.5,0.9
49.64193,158.492532559515,40.9,1.2
25.49913,59.1072357995712,78.5,1.2
19.89294,118.214471599142,32.6,1.2
71.52416,59.1072357995712,59.8,1.025
21.24928,316.98506511903,11.4,1.2
83.45992,79.2462662797576,103.3,1.2
94.67231,59.1072357995712,165.1,1.2
177.7705,59.1072357995712,205.1,1.2
77.22077,177.321707398714,36.8,1.2
231.4815,59.1072357995712,207.7,1.2
221.3542,59.1072357995712,104.6,1.025
79.66219,59.1072357995712,112.7,1.025
77.22077,158.492532559515,46.7,1.025
24.50448,79.2462662797576,52.4,1.025
22.51519,59.1072357995712,84.3,1.2
3.526476,236.428943198285,9.7,1.2
484.7548,59.1072357995712,233.5,1.025
6.23915,79.2462662797576,24.5,1.025
40.6901,59.1072357995712,110.3,1.2
162.3083,59.1072357995712,181.8,1.2
23.41941,158.492532559515,38.7,1.025
9.494357,177.321707398714,18.3,1.025
11.21238,59.1072357995712,16.7,1.025
149.0162,59.1072357995712,89.7,1.025
130.57,59.1072357995712,141.6,1.025
68.81149,118.214471599142,61.9,1.2
52.17376,158.492532559515,39.6,1.025
10.57943,79.2462662797576,57.9,1.025
64.74248,237.738798839273,27.3,0.9
14.37717,59.1072357995712,29.2,1.025
1.627604,118.214471599142,12.0,1.2
70.98163,237.738798839273,39.8,1.025
115.4695,59.1072357995712,176.6,1.2
46.56756,79.2462662797576,81.9,1.2
22.60561,158.492532559515,27.2,1.025
31.0149,118.214471599142,42.4,1.025
51.26953,59.1072357995712,125.7,1.2
60.40219,59.1072357995712,101.4,1.025
40.23799,79.2462662797576,65.8,1.025
96.752,158.492532559515,35.8,0.9
154.2607,59.1072357995712,177.5,1.2
1.085069,79.2462662797576,3.1,1.025
301.8301,79.2462662797576,75.9,0.9
59.13628,59.1072357995712,63.9,0.9
332.7546,59.1072357995712,223.7,1.2
32.28082,316.98506511903,25.0,1.025
100.5498,79.2462662797576,51.7,0.9
54.70559,59.1072357995712,124.1,1.2
94.31062,158.492532559515,30.0,1.025
92.32133,59.1072357995712,88.0,0.9
140.8782,158.492532559515,68.2,1.025
112.6664,118.214471599142,74.4,1.2
188.4404,79.2462662797576,71.1,0.9
17.63238,79.2462662797576,60.3,1.025
5.244502,316.98506511903,11.4,1.025
121.8895,59.1072357995712,165.9,1.2
208.0621,59.1072357995712,168.4,1.025
7.595486,158.492532559515,13.5,1.2
31.0149,59.1072357995712,61.2,1.025
167.0103,59.1072357995712,122.1,0.9
133.2827,158.492532559515,59.9,1.025
9.765625,316.98506511903,14.8,1.2
4.4307,177.321707398714,16.7,0.9
30.83406,59.1072357995712,94.4,1.2
22.42477,59.1072357995712,67.7,1.2
361.509,158.492532559515,46.0,0.9
158.4201,118.214471599142,79.3,1.025
86.44386,59.1072357995712,133.4,1.2
331.8504,59.1072357995712,223.5,1.2
395.6887,59.1072357995712,242.7,1.2
16.45689,177.321707398714,23.9,1.025
54.07262,59.1072357995712,52.7,0.9
2.350984,79.2462662797576,14.7,1.025
9.494357,158.492532559515,17.4,1.025
443.7934,79.2462662797576,88.9,0.9
86.6247,177.321707398714,42.9,0.9
166.0156,59.1072357995712,120.6,0.9
33.72757,177.321707398714,31.2,0.9
555.5555,79.2462662797576,103.3,0.9
35.17434,237.738798839273,31.2,1.025
27.66927,79.2462662797576,85.2,1.025
3.978588,79.2462662797576,34.7,1.025
2.622251,59.1072357995712,43.6,1.2
8.499711,59.1072357995712,52.3,1.2
299.1175,59.1072357995712,125.7,1.025
17.45153,79.2462662797576,67.3,1.025
26.40336,59.1072357995712,20.2,1.025
19.3504,79.2462662797576,74.1,1.025
9.132668,158.492532559515,14.8,1.025
10.66985,118.214471599142,18.2,1.025
49.37066,59.1072357995712,108.3,1.2
3.616898,79.2462662797576,33.9,1.025
172.526,236.428943198285,31.4,0.9
60.67347,236.428943198285,26.6,1.025
212.6736,236.428943198285,33.6,0.9
109.6824,316.98506511903,33.4,1.2
255.353,59.1072357995712,229.6,1.2
114.7461,118.214471599142,77.1,1.2
32.64251,79.2462662797576,75.4,1.025
21.61097,158.492532559515,20.2,1.2
13.6538,79.2462662797576,28.9,0.9
11.12196,59.1072357995712,64.4,1.2
119.3576,79.2462662797576,56.4,0.9
201.9133,79.2462662797576,142.0,1.2
79.84303,158.492532559515,47.0,1.025
109.9537,316.98506511903,33.2,1.2
184.8235,59.1072357995712,159.7,1.025
47.65263,59.1072357995712,82.8,1.025
22.69604,237.738798839273,19.3,0.9
33.27546,79.2462662797576,60.6,1.025
7.505064,79.2462662797576,33.2,1.025
3.526476,59.1072357995712,40.9,1.2
15.55266,79.2462662797576,64.1,1.025
3.797743,158.492532559515,13.9,1.025
18.62703,118.214471599142,31.5,1.2
41.41348,316.98506511903,15.3,1.2
86.71514,79.2462662797576,111.4,1.2
2.260561,79.2462662797576,5.1,1.025
21.43012,158.492532559515,13.5,1.025
26.40336,158.492532559515,16.2,1.025
14.28675,59.1072357995712,63.3,1.2
14.37717,59.1072357995712,7.2,0.9
40.96137,158.492532559515,35.0,1.025
12.83999,236.428943198285,16.5,1.025
56.51403,59.1072357995712,101.6,1.025
211.9502,59.1072357995712,103.4,1.025
6.058305,79.2462662797576,15.6,1.2
63.2053,118.214471599142,60.3,1.2
92.41175,59.1072357995712,144.5,1.2
78.48669,59.1072357995712,142.2,1.2
82.01317,79.2462662797576,109.3,1.2
37.97743,316.98506511903,21.8,1.025
390.9867,158.492532559515,88.0,1.025
2.983941,158.492532559515,2.9,1.025
58.32248,316.98506511903,18.2,1.2
88.614,79.2462662797576,87.2,1.025
14.46759,59.1072357995712,12.5,0.9
19.16956,237.738798839273,34.1,1.025
8.861401,79.2462662797576,23.2,1.025
355.5411,59.1072357995712,228.5,1.2
397.7683,158.492532559515,58.0,0.9
182.2012,59.1072357995712,203.8,1.2
10.489,59.1072357995712,41.6,1.2
60.67347,59.1072357995712,132.2,1.2
112.6664,316.98506511903,23.9,0.9
15.82393,316.98506511903,18.0,1.025
9.042245,59.1072357995712,36.9,1.2
492.9832,59.1072357995712,170.2,1.025
16.99942,237.738798839273,27.3,1.025
55.1577,59.1072357995712,56.5,0.9
85.44922,158.492532559515,45.7,1.2
57.23742,158.492532559515,41.0,1.025
134.4582,59.1072357995712,112.8,0.9
63.29572,118.214471599142,52.9,1.025
102.9007,59.1072357995712,145.6,1.2
212.3119,59.1072357995712,213.1,1.2
5.606192,79.2462662797576,16.4,1.025
43.31235,79.2462662797576,101.9,1.025
90.60329,118.214471599142,65.7,1.025
342.1586,59.1072357995712,227.3,1.2
153.899,59.1072357995712,171.1,1.2
101.8157,177.321707398714,46.1,0.9
163.0317,177.321707398714,26.3,0.9
46.4771,118.214471599142,21.2,0.9
4.340278,118.214471599142,4.7,1.025
26.49378,59.1072357995712,29.6,0.9
230.1252,79.2462662797576,72.9,0.9
108.7782,79.2462662797576,120.0,1.2
36.2594,59.1072357995712,85.2,1.2
15.19097,177.321707398714,15.1,1.2
27.75969,158.492532559515,25.5,1.025
46.47714,118.214471599142,45.9,1.025
487.9196,158.492532559515,56.6,0.9
76.22613,316.98506511903,23.8,0.9
18.98871,118.214471599142,30.2,1.025
11.03154,118.214471599142,11.1,1.025
13.20168,79.2462662797576,42.2,1.2
64.652,79.2462662797576,38.0,0.9
54.61516,59.1072357995712,93.5,1.025
38.4295,158.492532559515,13.1,0.9
70.25825,59.1072357995712,104.1,1.025
266.9271,59.1072357995712,118.0,1.025
14.91971,316.98506511903,17.2,1.2
137.4421,59.1072357995712,187.7,1.2
45.93461,158.492532559515,51.9,1.025
90.15118,236.428943198285,31.4,1.025
17.45153,59.1072357995712,60.2,1.2
25.86082,158.492532559515,32.0,1.025
4.973235,79.2462662797576,26.8,1.2
60.22135,59.1072357995712,70.8,0.9
47.1101,79.2462662797576,32.4,0.9
7.052951,59.1072357995712,18.0,1.025
37.34447,316.98506511903,21.9,1.025
2.260561,316.98506511903,9.6,1.2
26.49378,59.1072357995712,32.7,0.9
32.09997,237.738798839273,29.6,1.025
82.28444,79.2462662797576,110.6,1.2
23.32899,59.1072357995712,8.4,0.9
349.3924,158.492532559515,84.5,1.025
144.1334,158.492532559515,58.7,1.025
245.8587,79.2462662797576,153.3,1.2
123.5171,59.1072357995712,156.5,1.2
559.5341,79.2462662797576,99.4,0.9
6.962529,177.321707398714,16.7,1.025
375.8861,59.1072357995712,212.3,1.025
368.8332,158.492532559515,56.0,0.9
11.03154,59.1072357995712,41.9,1.2
421.9112,158.492532559515,94.2,1.025
5.87746,79.2462662797576,13.7,1.2
244.6832,118.214471599142,92.4,1.025
25.67998,118.214471599142,30.5,1.025
509.9826,59.1072357995712,238.8,1.025
114.7461,59.1072357995712,175.7,1.2
61.39684,118.214471599142,51.4,1.025
139.4314,79.2462662797576,66.0,0.9
16.27604,158.492532559515,30.4,1.025
315.0318,237.738798839273,44.4,0.9
88.614,79.2462662797576,46.4,0.9
9.58478,158.492532559515,8.5,1.2
121.9799,158.492532559515,50.9,1.2
68.81149,59.1072357995712,70.4,0.9
74.23683,177.321707398714,34.8,1.2
129.9371,59.1072357995712,175.4,1.2
33.54673,118.214471599142,40.4,1.025
387.0081,59.1072357995712,240.2,1.2
152.2714,59.1072357995712,174.6,1.2
230.3964,79.2462662797576,75.8,0.9
34.6318,177.321707398714,30.5,0.9
80.92809,158.492532559515,40.2,1.025
35.80729,59.1072357995712,103.1,1.2
